Query_ID,Precision,Recall,F1,Precision@5,Precision@10,R-Precision,Reciprocal Rank,DCG@20,nDCG@20,Average Precision,Interpolated AP
Query 1,0.03581800580832527,1.0,0.0691588785046729,1.0,0.8,0.5945945945945946,1.0,5.692599167544748,0.8085770113765807,0.6109806829674692,0.6135330001640193
Query 2,0.015488867376573089,1.0,0.030505243088655862,0.6,0.5,0.3125,1.0,3.1734836838275045,0.5197321393003288,0.3285085706602031,0.3622248856412258
Query 3,0.021297192642787996,1.0,0.04170616113744075,1.0,0.9,0.5,1.0,4.712688006360338,0.6693903912044838,0.5708365115693744,0.5792108418612613
Query 4,0.022265246853823813,1.0,0.04356060606060606,0.4,0.5,0.391304347826087,0.5,3.087854165279215,0.43859892801921346,0.4112487244671577,0.43159079393732963
Query 5,0.02516940948693127,1.0,0.04910292728989613,1.0,0.9,0.7692307692307693,1.0,5.767073800955966,0.8191553912580122,0.7496418844699216,0.7340957635582277
Query 6,0.012584704743465635,1.0,0.024856596558317397,1.0,0.7,0.6153846153846154,1.0,4.644091289509584,0.8671807865994017,0.7782441264445908,0.7703924091747761
Query 7,0.01452081316553727,1.0,0.028625954198473285,1.0,0.7,0.4666666666666667,1.0,3.570857278530614,0.609221168874574,0.4901676687293765,0.49421067810879243
Query 8,0.010648596321393998,1.0,0.021072796934865898,0.2,0.4,0.36363636363636365,1.0,2.275243551654404,0.47179729895122613,0.33331800992410654,0.35698192565239517
Query 9,0.027105517909002903,1.0,0.05278039585296889,0.8,0.6,0.39285714285714285,1.0,3.7450396736539897,0.5319455836754318,0.3531336166700714,0.3579623093975555
Query 10,0.023233301064859633,1.0,0.04541154210028383,0.4,0.4,0.2916666666666667,1.0,2.505697611102394,0.3559093879909445,0.1992239461011497,0.21309553091014966
Query 11,0.017424975798644726,1.0,0.03425309229305424,0.6,0.6,0.5,1.0,3.66216808828921,0.5564573335595263,0.47581878110706755,0.5020022924740339
Query 12,0.008712487899322363,1.0,0.01727447216890595,0.8,0.5,0.5555555555555556,1.0,3.384040368909473,0.7954036277511248,0.6303976724304348,0.6123084907150431
Query 13,0.02032913843175218,1.0,0.03984819734345352,1.0,1.0,0.8571428571428571,1.0,6.567947591108333,0.9329115361528116,0.871429043016765,0.8407020292411567
Query 14,0.015488867376573089,1.0,0.030505243088655862,0.6,0.6,0.4375,0.5,2.9431947656904334,0.4820169455243257,0.33561454345704533,0.3690435862656343
Query 15,0.028073572120038724,1.0,0.054613935969868174,0.6,0.4,0.3793103448275862,1.0,3.4643967122838117,0.49208304631950467,0.32791167190067794,0.36413946143952186
Query 16,0.012584704743465635,1.0,0.024856596558317397,0.6,0.6,0.5384615384615384,1.0,3.3656239586687153,0.6284554393814109,0.46545765074166384,0.4824185655951265
Query 17,0.02032913843175218,1.0,0.03984819734345352,0.4,0.3,0.19047619047619047,1.0,2.103571487760653,0.2987913774937546,0.15558299866893535,0.17578441015423285
Query 18,0.01452081316553727,1.0,0.028625954198473285,0.6,0.5,0.4666666666666667,0.5,3.3394582005371842,0.569742353067725,0.4372768624826487,0.4690734570591982
Query 19,0.026137463697967087,1.0,0.0509433962264151,0.8,0.8,0.48148148148148145,1.0,4.60449975603331,0.6540233278401368,0.5067246606207956,0.5143044995996138
Query 20,0.0377541142303969,1.0,0.07276119402985073,0.0,0.1,0.10256410256410256,0.1,0.7991154473133392,0.11350638980825448,0.08340163887793638,0.08911478009245549
Query 21,0.026137463697967087,1.0,0.0509433962264151,0.6,0.3,0.2962962962962963,1.0,3.043440885927703,0.43229046405986404,0.2212499646529702,0.2529708871668218
Query 22,0.02420135527589545,1.0,0.04725897920604914,0.6,0.3,0.24,1.0,2.80706584600694,0.39871574402111154,0.22614706245374264,0.2572080646108639
Query 23,0.0377541142303969,1.0,0.07276119402985073,1.0,0.9,0.48717948717948717,1.0,6.210451646120015,0.8821327979577992,0.4777196918124409,0.47221337326336227
Query 24,0.021297192642787996,1.0,0.04170616113744075,1.0,0.9,0.6818181818181818,1.0,5.477900189235227,0.7780811599881905,0.8062345560108803,0.7881049559828629
Query 25,0.023233301064859633,1.0,0.04541154210028383,1.0,0.9,0.75,1.0,6.016233229753252,0.854546006399478,0.8161453627415977,0.7919732291869114
Query 26,0.027105517909002903,1.0,0.05278039585296889,0.0,0.1,0.14285714285714285,0.14285714285714285,0.5610035820302863,0.07968497102620559,0.10149614842574661,0.10928383902374308
Query 27,0.017424975798644726,1.0,0.03425309229305424,0.6,0.4,0.2777777777777778,1.0,2.80087513532084,0.4255860113078262,0.2699652830182614,0.306099171832578
Query 28,0.0377541142303969,1.0,0.07276119402985073,1.0,0.7,0.5128205128205128,1.0,5.6066348541086155,0.7963666368890322,0.5377644764770887,0.5342867945575689
Query 29,0.03581800580832527,1.0,0.0691588785046729,1.0,1.0,0.4594594594594595,1.0,5.789627439378476,0.8223589109534286,0.5355672168861719,0.5333720821384546
Query 30,0.013552758954501452,1.0,0.02674307545367717,0.6,0.3,0.2857142857142857,1.0,2.8689211610792995,0.5112712956128874,0.30198059886523165,0.34753558983323124
