Query_ID,Precision,Recall,F1,Precision@5,Precision@10,R-Precision,Reciprocal Rank,DCG@20,nDCG@20,Average Precision,Interpolated AP
Query 1,0.03581800580832527,1.0,0.0691588785046729,0.0,0.0,0.0,0.0012330456226880395,0.0,0.0,0.019738153124769876,0.035818005808325275
Query 2,0.015488867376573089,1.0,0.030505243088655862,0.0,0.0,0.0,0.007246376811594203,0.0,0.0,0.008789762319079006,0.01548886737657309
Query 3,0.021297192642787996,1.0,0.04170616113744075,0.0,0.0,0.0,0.005050505050505051,0.0,0.0,0.011585926116713713,0.021317829457364344
Query 4,0.022265246853823813,1.0,0.04356060606060606,0.0,0.0,0.0,0.0012738853503184713,0.0,0.0,0.011958340891326797,0.02230843840931135
Query 5,0.02516940948693127,1.0,0.04910292728989613,0.0,0.0,0.0,0.0018083182640144665,0.0,0.0,0.013390050540873813,0.02516940948693127
Query 6,0.012584704743465635,1.0,0.024856596558317397,0.0,0.0,0.0,0.0013458950201884253,0.0,0.0,0.0068814225135232,0.012584704743465635
Query 7,0.01452081316553727,1.0,0.028625954198473285,0.0,0.0,0.0,0.001451378809869376,0.0,0.0,0.008145171511670738,0.01452081316553727
Query 8,0.010648596321393998,1.0,0.021072796934865898,0.0,0.0,0.0,0.0015432098765432098,0.0,0.0,0.006195293717927155,0.010816125860373647
Query 9,0.027105517909002903,1.0,0.05278039585296889,0.0,0.0,0.0,0.007936507936507936,0.0,0.0,0.015946956764340412,0.0271055179090029
Query 10,0.023233301064859633,1.0,0.04541154210028383,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.01997142352913317,0.026854104923201692
Query 11,0.017424975798644726,1.0,0.03425309229305424,0.0,0.0,0.0,0.0013966480446927375,0.0,0.0,0.00953600641791008,0.017492711370262395
Query 12,0.008712487899322363,1.0,0.01727447216890595,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.006606397837616345,0.009883220126993776
Query 13,0.02032913843175218,1.0,0.03984819734345352,0.0,0.0,0.0,0.0025380710659898475,0.0,0.0,0.010841238579938893,0.020329138431752183
Query 14,0.015488867376573089,1.0,0.030505243088655862,0.0,0.0,0.0,0.0012224938875305623,0.0,0.0,0.008477131394224208,0.01548886737657309
Query 15,0.028073572120038724,1.0,0.054613935969868174,0.0,0.0,0.034482758620689655,0.041666666666666664,0.0,0.0,0.01850822468760305,0.029309307987914
Query 16,0.012584704743465635,1.0,0.024856596558317397,0.0,0.0,0.0,0.0010845986984815619,0.0,0.0,0.006895489944982341,0.012584704743465635
Query 17,0.02032913843175218,1.0,0.03984819734345352,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.0,0.01981571917264725,0.02369560264297106
Query 18,0.01452081316553727,1.0,0.028625954198473285,0.0,0.0,0.0,0.0022522522522522522,0.0,0.0,0.008319108965556264,0.01452081316553727
Query 19,0.026137463697967087,1.0,0.0509433962264151,0.0,0.0,0.0,0.00273224043715847,0.0,0.0,0.014274663164656422,0.02613746369796709
Query 20,0.0377541142303969,1.0,0.07276119402985073,0.0,0.0,0.0,0.006578947368421052,0.0,0.0,0.023391244717659146,0.03816046966731899
Query 21,0.026137463697967087,1.0,0.0509433962264151,0.0,0.0,0.0,0.002183406113537118,0.0,0.0,0.015926917004874756,0.02621359223300971
Query 22,0.02420135527589545,1.0,0.04725897920604914,0.0,0.0,0.0,0.003105590062111801,0.0,0.0,0.014337456576701213,0.024224806201550386
Query 23,0.0377541142303969,1.0,0.07276119402985073,0.0,0.0,0.0,0.00125,0.0,0.0,0.02039907527985523,0.037754114230396894
Query 24,0.021297192642787996,1.0,0.04170616113744075,0.0,0.0,0.0,0.0010683760683760685,0.0,0.0,0.011258146649733231,0.021297192642788
Query 25,0.023233301064859633,1.0,0.04541154210028383,0.0,0.0,0.0,0.0015267175572519084,0.0,0.0,0.01241501444889516,0.023233301064859633
Query 26,0.027105517909002903,1.0,0.05278039585296889,0.0,0.0,0.0,0.0025575447570332483,0.0,0.0,0.01735700205683485,0.027465487258438007
Query 27,0.017424975798644726,1.0,0.03425309229305424,0.0,0.0,0.0,0.0016778523489932886,0.0,0.0,0.009753089377037965,0.017424975798644722
Query 28,0.0377541142303969,1.0,0.07276119402985073,0.0,0.0,0.0,0.0019801980198019802,0.0,0.0,0.02046573114979062,0.03779069767441861
Query 29,0.03581800580832527,1.0,0.0691588785046729,0.0,0.0,0.0,0.0041841004184100415,0.0,0.0,0.02063303749163735,0.035818005808325275
Query 30,0.013552758954501452,1.0,0.02674307545367717,0.0,0.0,0.07142857142857142,0.08333333333333333,0.27023815442731974,0.048159222084064895,0.014335953505330205,0.019908386187455954
